,ENDO,GBM,BRCA,HNSCC,LUAD,OVARIAN,CCRCC
1651,TRIQK,OPA3,TRAF5,AZIN1-AS1,PTDSS1,,
1652,TRMT12,OPN1SW,TRAM1,B3GALNT1,PTGDR,,
1653,TRMT1L,OPRL1,TRAPPC9,B3GAT3P1,PTGER2,,
1654,TROVE2,OR10H1,TRAX,B3GNT5,PTGER4,,
1655,TRPA1,OR10H2,TRHR,B4GAT1,PTGS2,,
1656,TRPS1,OR10H3,TRIB1,BAALC,PTK2,,
1657,TSACC,OR10H4,TRIM11,BAALC-AS1,PTK6,,
1658,TSEN15,OR10H5,TRIM17,BAALC-AS2,PTP4A3,,
1659,TSNAX,OR1I1,TRIM46,BAIAP2L1,PTPN14,,
1660,TSNAX-DISC1,OR1M1,TRIM55,BASP1,PTPN7,,
1661,TSPY1,OR2A1,TRIM58,BASP1-AS1,PTPRC,,
1662,TSPY10,OR2A12,TRIM67,BBS1,PUF60,,
1663,TSPY2,OR2A14,TRIQK,BCHE,PURB,,
1664,TSPY3,OR2A2,TRMT12,BCL2L12P1,PXDNL,,
1665,TSPY4,OR2A25,TRMT1L,BCL6,PYCR2,,
1666,TSPY8,OR2A42,TROVE2,BDH1,PYCRL,,
1667,TSPYL5,OR2A5,TRPA1,BET1,PYGL,,
1668,TSTD1,OR2A7,TRPS1,BFSP2,PYGO2,,
1669,TTC13,OR2AE1,TSACC,BFSP2-AS1,PYHIN1,,
1670,TTC24,OR2F1,TSEN15,BHLHA15,QSOX1,,
1671,TTTY1,OR2F2,TSNARE1,BHLHE22,RAB13,,
1672,TTTY10,OR2Z1,TSNAX,BOP1,RAB24,,
1673,TTTY11,OR4F17,TSPYL5,BPESC1,RAB25,,
1674,TTTY12,OR6B1,TSTA3,BRD7P2,RAB29,,
1675,TTTY13,OR6V1,TSTD1,BRD9,RAB2A,,
1676,TTTY14,OR7A10,TTC13,BRD9P1,RAB33A,,
1677,TTTY15,OR7A17,TTC24,BRD9P2,RAB39B,,
1678,TTTY16,OR7A5,TTPA,BRI3,RAB3GAP2,,
1679,TTTY17A,OR7C1,TUBB1,BRIX1,RAB40A,,
1680,TTTY17B,OR7C2,TUFT1,BRMS1,RAB4A,,
1681,TTTY17C,OR7D2,TXNIP,BTF3P12,RAB7B,,
1682,TTTY18,OR7D4,U3,BTG4P1,RAB9B,,
1683,TTTY19,OR7E24,U3,BUD31,RABGAP1L,,
1684,TTTY1B,OR7G1,U3,BX664718.1,RABIF,,
1685,TTTY2,OR7G2,U3,BZW1P1,RAC1,,
1686,TTTY20,OR7G3,U3,C11orf24,RAD1,,
1687,TTTY21,OR9A2,U3,C11orf72,RAD21,,
1688,TTTY21B,OR9A4,U3,C11orf80,RAD54B,,
1689,TTTY22,ORAI2,U3,C11orf86,RADIL,,
1690,TTTY23,ORC5,U6,C1GALT1P3,RAI14,,
1691,TTTY23B,OSBPL2,U6,C1QBPP2,RALA,,
1692,TTTY2B,OSBPL3,U8,C1QTNF3,RALGAPA1,,
1693,TTTY3,OSCAR,U8,C1QTNF3-AMACR,RALGPS2,,
1694,TTTY3B,OSER1,UAP1,C3orf33,RALYL,,
1695,TTTY4,OTOR,UBAP2L,C3orf70,RAMP3,,
1696,TTTY4B,OVOL2,UBE2Q1,C3orf79,RANBP17,,
1697,TTTY4C,OVOL3,UBE2T,C3orf80,RANBP3L,,
1698,TTTY5,OXT,UBE2V2,C5orf17,RAP2C,,
1699,TTTY6,P2RY11,UBE2W,C5orf22,RAPGEF5,,
1700,TTTY6B,PABPC1L,UBQLN4,C5orf34,RASAL2,,
1701,TTTY7,PAF1,UBR5,C5orf38,RASSF5,,
1702,TTTY7B,PAFAH1B3,UBXN2B,C5orf49,RB1CC1,,
1703,TTTY8,PAK4,UCHL5,C5orf51,RBAK,,
1704,TTTY8B,PAK5,UCK2,C6,RBBP5,,
1705,TTTY9A,PALM,UFC1,C7,RBBP8NL,,
1706,TTTY9B,PALM3,UHMK1,C7orf61,RBM12B,,
1707,TUFT1,PANK2,UQCRB,C8orf17,RBM34,,
1708,TXLNGY,PAPOLB,URB2,C8orf31,RBM41,,
1709,TXNIP,PARD6B,USF1,C8orf33,RBM8A,,
1710,UAP1,PARP12,USH2A,C8orf34,RBMX,,
1711,UBAP2L,PAX1,USP21,C8orf34-AS1,RBMX2,,
1712,UBE2Q1,PAX4,UTP23,C8orf37,RBMXL3,,
1713,UBE2Q1-AS1,PAXIP1,VAMP4,C8orf37-AS1,RC3H1,,
1714,UBE2T,PBX4,VANGL2,C8orf76,RCOR3,,
1715,UBE2W,PCED1A,VAPB,C8orf82,RCSD1,,
1716,UBQLN4,PCIF1,VASH2,C8orf87,RD3,,
1717,UBR5,PCK1,VCPIP1,C8orf88,RDH10,,
1718,UBR5-AS1,PCLO,VHLL,C8orf89,RECQL4,,
1719,UCHL5,PCMTD2,VPS13B,C9,REN,,
1720,UCK2,PCNA,VPS28,CA1,RENBP,,
1721,UCKL1,PCOLCE,VPS45,CA13,RFWD2,,
1722,UCKL1-AS1,PCP2,VPS72,CA2,RFX5,,
1723,UFC1,PCSK2,VSIG8,CA3,RGAG1,,
1724,UHMK1,PCSK4,WDR26,CA3-AS1,RGL1,,
1725,UQCRB,PDAP1,WDR64,CA8,RGS1,,
1726,URB2,PDCD2L,WDYHV1,CABP2,RGS13,,
1727,USF1,PDCD5,WISP1,CABP4,RGS14,,
1728,USH2A,PDE1C,WNK1,CALB1,RGS16,,
1729,USP21,PDE4A,WNT3A,CALCR,RGS18,,
1730,USP9Y,PDE4C,WNT9A,CALM1P2,RGS19,,
1731,UTP23,PDGFA,WWP1,CAMK2N2,RGS2,,
1732,UTP25,PDGFRA,XCL1,CAPSL,RGS20,,
1733,UTY,PDIA4,XCL2,CARD6,RGS21,,
1734,VAMP4,PDK4,XKR4,CARNS1,RGS22,,
1735,VANGL2,PDRG1,XKR9,CARSP2,RGS4,,
1736,VASH2,PDYN,XPR1,CASC11,RGS5,,
1737,VCY,PEAK3,YOD1,CASC19,RGS7,,
1738,VCY1B,PEG10,YTHDF3,CASC8,RGS8,,
1739,VDAC2,PEG3,YWHAZ,CASC9,RGSL1,,
1740,VHLL,PEPD,YY1AP1,CASD1,RHBG,,
1741,VIRMA,PET100,ZBED6,CASTOR3,RHOU,,
1742,VN1R5,PET117,ZBP1,CBX1P5,RHOXF1,,
1743,VPS13B,PEX1,ZBTB10,CCAT2,RHOXF2,,
1744,VPS45,PEX11G,ZBTB18,CCDC11P1,RHOXF2B,,
1745,VPS72,PFDN4,ZBTB37,CCDC127,RHPN1,,
1746,VSIG8,PGAM2,ZBTB41,CCDC152,RICTOR,,
1747,WASHC5,PGLS,ZBTB7B,CCDC166,RIDA,,
1748,WDR26,PGLYRP1,ZC2HC1A,CCDC26,RIIAD1,,
1749,WDR64,PGLYRP2,ZC3H11A,CCDC39,RIMS2,,
1750,WDYHV1,PGPEP1,ZC3H3,CCDC39-AS1,RIPK2,,
1751,WISP1,PHACTR3,ZFAND1,CCDC50,RIPPLY1,,
1752,WNT3A,PHF14,ZFAT,CCDC71L,RIT1,,
1753,WNT9A,PHF20,ZFHX4,CCDC87,RMDN1,,
1754,XCL1,PHKG1,ZFP41,CCL28,RNASEL,,
1755,XCL2,PHLDB3,ZFPM2,CCN3,RNF113A,,
1756,XKRY,PHTF2,ZHX1,CCN4,RNF115,,
1757,XKRY2,PI3,ZHX2,CCNB3P1,RNF128,,
1758,XPR1,PIAS4,ZHX3,CCND1,RNF139,,
1759,YOD1,PIGT,ZNF124,CCNE2,RNF187,,
1760,YTHDF1,PIGU,ZNF16,CCNJP1,RNF19A,,
1761,YWHAZ,PIH1D1,ZNF250,CCNL1,RNF2,,
1762,YY1AP1,PIK3C2B,ZNF251,CCS,RNF216,,
1763,ZBED6,PIK3CG,ZNF252P,CCT5,RNPEP,,
1764,ZBTB10,PIK3R2,ZNF281,CCT6A,ROPN1L,,
1765,ZBTB18,PILRA,ZNF34,CCT6P2,RORC,,
1766,ZBTB37,PILRB,ZNF496,CCT6P4,RP1,,
1767,ZBTB41,PIN1,ZNF517,CD248,RP1-20N18.10,,
1768,ZBTB46,PINLYP,ZNF572,CDC42P2,RP1-321E8.5,,
1769,ZBTB46-AS1,PIP,ZNF623,CDC42P3,RP11-173A6.4,,
1770,ZBTB7B,PIP5K1C,ZNF648,CDH10,RP11-235D19.4,,
1771,ZC3H11A,PKD1L1,ZNF669,CDH12,RP11-321E2.2,,
1772,ZC3H11B,PKIG,ZNF670,CDH17,RP11-321E2.5,,
1773,ZFAT,PKN1,ZNF672,CDH18,RP11-321E2.6,,
1774,ZFAT-AS1,PLA2G4C,ZNF678,CDH18-AS1,RP11-321E2.7,,
1775,ZFPM2,PLAGL2,ZNF687,CDH6,RP11-321E2.8,,
1776,ZFPM2-AS1,PLAUR,ZNF692,CDH9,RP11-321E2.9,,
1777,ZFY,PLCB1,ZNF695,CDHR3,RP11-360D2.1,,
1778,ZFY-AS1,PLCB4,ZNF696,CDK14,RP11-432M8.12,,
1779,ZGPAT,PLCG1,ZNF7,CDK2AP2,RP11-432M8.13,,
1780,ZHX1,PLD3,ZNF704,CDK5P1,RP11-432M8.2,,
1781,ZHX1-C8orf76,PLEKHA4,ZNF706,CDK6,RP11-432M8.22,,
1782,ZHX2,PLEKHA6,ZNF707,CDV3,RP11-432M8.3,,
1783,ZNF124,PLEKHA8,ZNF831,CEBPD,RP11-432M8.4,,
1784,ZNF217,PLEKHF1,ZP4,CEP19,RP11-432M8.5,,
1785,ZNF281,PLEKHG2,snoU109,CEP63,RP11-432M8.9,,
1786,ZNF496,PLEKHJ1,snoU13,CEP70,RP11-546B8.6,,
1787,ZNF503,PLIN3,snoU13,CEP72,RP11-638I8.1,,
1788,ZNF503-AS1,PLIN4,snoU13,CFAP69,RP11-722G7.1,,
1789,ZNF503-AS2,PLIN5,snoU13,CHCHD2,RP13-210D15.4,,
1790,ZNF512B,PLK5,snoU13,CHD7,RP13-210D15.9,,
1791,ZNF572,PLOD3,snoU13,CHKA,RP13-347D8.7,,
1792,ZNF648,PLPP2,snoU13,CHMP4C,RP3-454G6.2,,
1793,ZNF669,PLPPR2,snoU13,CHRAC1,RP5-937E21.8,,
1794,ZNF670,PLPPR3,snoU13,CHRD,RP9,,
1795,ZNF670-ZNF695,PLTP,snoU13,CHST2,RPA3,,
1796,ZNF672,PLVAP,snoU13,CICP11,RPL10,,
1797,ZNF678,PLXNA4,snoU13,CICP12,RPL10L,,
1798,ZNF687,PMEPA1,snoU13,CKS1BP7,RPL26L1,,
1799,ZNF692,PMIS2,snoU13,CLCF1,RPL30,,
1800,ZNF695,PMPCB,snoU13,CLCN2,RPL36A,,
1801,ZNF704,PMS2,snoU13,CLDN1,RPL36AL,,
1802,ZNF706,PNKP,snoU13,CLDN11,RPL37,,
1803,ZNF847P,PNMA8A,snoU13,CLDN12,RPL39,,
1804,ZP4,PNMA8B,snoU13,CLDN15,RPL7,,
1805,ZPBP2,PNMA8C,snoU13,CLDN16,RPL8,,
1806,,PNPLA6,snoU13,CLDN18,RPRD2,,
1807,,PNPLA8,snoU13,CLPB,RPS20,,
1808,,PODNL1,snoU13,CLPTM1L,RPS21,,
1809,,PODXL,snoU13,CLRN1,RPS27,,
1810,,POFUT1,snoU13,CLRN1-AS1,RPS29,,
1811,,POLD1,snoU13,CLSTN2,RPS6KC1,,
1812,,POLD2,snoU13,CLSTN2-AS1,RPTN,,
1813,,POLM,snoU13,CMBL,RRM2B,,
1814,,POLR2E,snoU13,CNBD1,RRNAD1,,
1815,,POLR2I,snoU13,CNGB3,RRP15,,
1816,,POLR2J,snoU13,CNPY4,RRS1,,
1817,,POLR2J2,snoU13,COL14A1,RSPH10B,,
1818,,POLR2J3,,COL1A2,RSPH10B2,,
1819,,POLR3F,,COL22A1,RSPO2,,
1820,,POLRMT,,COL26A1,RTEL1,,
1821,,POM121,,COL6A4P2,RTN1,,
1822,,POM121C,,COL6A6,RUNX1T1,,
1823,,POM121L12,,COLEC10,RUSC1,,
1824,,POMZP3,,COMMD2,RXFP3,,
1825,,PON1,,COMMD5,RXFP4,,
1826,,PON2,,COPB2,RXRG,,
1827,,PON3,,COPG1,RYR2,,
1828,,POP4,,COPS5,S100A1,,
1829,,POP7,,COPS6,S100A10,,
1830,,POR,,CORO1B,S100A11,,
1831,,POT1,,COX6B1P6,S100A12,,
1832,,POU2F2,,COX6C,S100A13,,
1833,,POU6F2,,COX6CP8,S100A14,,
1834,,PPAN,,CP,S100A16,,
1835,,PPAN-P2RY11,,CPA3,S100A2,,
1836,,PPDPF,,CPA6,S100A3,,
1837,,PPFIA3,,CPB1,S100A4,,
1838,,PPIA,,CPHL1P,S100A5,,
1839,,PPM1N,,CPLANE1,S100A6,,
1840,,PPP1R12C,,CPN2,S100A7,,
1841,,PPP1R13L,,CPNE3,S100A7A,,
1842,,PPP1R14A,,CPNE4,S100A7L2,,
1843,,PPP1R15A,,CPQ,S100A8,,
1844,,PPP1R15B,,CPSF1,S100A9,,
1845,,PPP1R16B,,CPSF4,SAGE1,,
1846,,PPP1R17,,CPT1A,SAMD10,,
1847,,PPP1R35,,CRH,SAMD12,,
1848,,PPP1R37,,CRISPLD1,SAMD4A,,
1849,,PPP1R3A,,CRYGS,SASH3,,
1850,,PPP1R3D,,CRYZP1,SAV1,,
1851,,PPP1R9A,,CSMD3,SBSPON,,
1852,,PPP2R1A,,CSPP1,SCAMP3,,
1853,,PPP5C,,CTHRC1,SCCPDH,,
1854,,PPP5D1,,CTNND2,SCFD1,,
1855,,PPP6R1,,CTSF,SCIN,,
1856,,PRAM1,,CTTN,SCNM1,,
1857,,PRDX2,,CUX1,SCRIB,,
1858,,PRELID3B,,CYC1,SCRN1,,
1859,,PREX1,,CYCSP23,SCRT1,,
1860,,PRKACA,,CYHR1,SCX,,
1861,,PRKAG2,,CYP11B1,SCYL3,,
1862,,PRKAR1B,,CYP11B2,SDC2,,
1863,,PRKAR2B,,CYP2AB1P,SDCBP,,
1864,,PRKCG,,CYP3A137P,SDCCAG8,,
1865,,PRKCSH,,CYP3A4,SDE2,,
1866,,PRKD2,,CYP3A43,SDHA,,
1867,,PRKRIP1,,CYP3A5,SDHC,,
1868,,PRMT1,,CYP3A51P,SDK1,,
1869,,PRND,,CYP3A52P,SDR16C5,,
1870,,PRNP,,CYP3A7,SEC16B,,
1871,,PROCR,,CYP3A7-CYP3A51P,SEC23A,,
1872,,PRODH2,,CYP51A1,SEC61G,,
1873,,PROKR2,,CYP51A1-AS1,SELE,,
1874,,PRORY,,CYP7B1,SELENBP1,,
1875,,PROSER3,,DAB2,SELENOP,,
1876,,PRPF31,,DAP,SELL,,
1877,,PRPF6,,DBF4,SELP,,
1878,,PRPS1L1,,DBR1,SEMA4A,,
1879,,PRR12,,DCAF13,SEMA5A,,
1880,,PRR15,,DCAF13P1,SEMA6C,,
1881,,PRR19,,DCAF13P2,SEPT14,,
1882,,PRR22,,DCAF4L2,SEPT6,,
1883,,PRR36,,DCSTAMP,SEPT7,,
1884,,PRRG2,,DCUN1D1,SERPINA7,,
1885,,PRRT4,,DDX50P2,SERPINC1,,
1886,,PRSS1,,DECR1,SERTAD4,,
1887,,PRSS2,,DEFB108B,SETDB1,,
1888,,PRSS37,,DEFB130C,SF3B4,,
1889,,PRSS57,,DEFB131B,SFRP4,,
1890,,PRSS58,,DENND3,SFT2D2,,
1891,,PRTN3,,DEPTOR,SFTA3,,
1892,,PRX,,DERL1,SGK3,,
1893,,PRY,,DGAT1,SH2D1A,,
1894,,PRY2,,DGAT2L7P,SH2D1B,,
1895,,PSENEN,,DGKG,SH2D2A,,
1896,,PSG1,,DHCR7,SH3BP5L,,
1897,,PSG11,,DHX36,SH3PXD2B,,
1898,,PSG2,,DIPK2A,SHARPIN,,
1899,,PSG3,,DLG1,SHC1,,
1900,,PSG4,,DLG1-AS1,SHCBP1L,,
1901,,PSG5,,DLX5,SHE,,
1902,,PSG6,,DLX6,SHISA4,,
1903,,PSG7,,DLX6-AS1,SIPA1L2,,
1904,,PSG8,,DMTF1,SIX1,,
1905,,PSG9,,DNAH5,SIX4,,
1906,,PSMA2,,DNAJB11,SIX6,,
1907,,PSMA7,,DNAJC13,SKAP2,,
1908,,PSMC2,,DNAJC19,SKP2,,
1909,,PSMC4,,DNAJC2,SLA,,
1910,,PSMD8,,DNAJC21,SLAMF1,,
1911,,PSMF1,,DNAJC5B,SLAMF6,,
1912,,PSMG3,,DOC2GP,SLAMF7,,
1913,,PSPH,,DPP3,SLAMF8,,
1914,,PSPN,,DPPA2P3,SLAMF9,,
1915,,PTBP1,,DPY19L2P2,SLC10A3,,
1916,,PTCD1,,DPY19L2P4,SLC10A5,,
1917,,PTGER1,,DPY19L4,SLC12A7,,
1918,,PTGIR,,DPYS,SLC17A9,,
1919,,PTGIS,,DROSHA,SLC19A2,,
1920,,PTH2,,DSCC1,SLC1A3,,
1921,,PTK6,,DUTP2,SLC25A14,,
1922,,PTN,,DUX4L51,SLC25A21,,
1923,,PTOV1,,DUXAP2,SLC25A32,,
1924,,PTPN1,,DVL3,SLC25A43,,
1925,,PTPN12,,DYNC1I1,SLC25A44,,
1926,,PTPRA,,DYNLL1P5,SLC25A5,,
1927,,PTPRH,,DZIP1L,SLC25A53,,
1928,,PTPRN2,,E2F5,SLC26A7,,
1929,,PTPRS,,EBAG9,SLC26A9,,
1930,,PTPRT,,ECE2,SLC27A3,,
1931,,PTPRZ1,,ECT2,SLC29A4,,
1932,,PURB,,EEF1A1P13,SLC2A4RG,,
1933,,PUS7,,EEF1A1P19,SLC30A1,,
1934,,PVR,,EEF1A1P25,SLC30A10,,
1935,,PVRIG,,EEF1A1P28,SLC30A8,,
1936,,PXMP4,,EEF1A1P37,SLC34A1,,
1937,,PYGB,,EEF1A1P8,SLC35F3,,
1938,,QPCTL,,EEF1AKMT4,SLC35F4,,
1939,,QTRT1,,EEF1B2P8,SLC38A6,,
1940,,R3HDM4,,EEF1D,SLC39A1,,
1941,,R3HDML,,EEF1GP4,SLC39A4,,
1942,,RAB11B,,EFCAB1,SLC41A1,,
1943,,RAB19,,EFCAB10,SLC45A2,,
1944,,RAB22A,,EFCAB12,SLC45A3,,
1945,,RAB3A,,EFR3A,SLC45A4,,
1946,,RAB3D,,EGFEM1P,SLC50A1,,
1947,,RAB4B,,EGFLAM,SLC52A2,,
1948,,RAB4B-EGLN2,,EGFLAM-AS1,SLC6A14,,
1949,,RAB5IF,,EGFLAM-AS2,SLC6A18,,
1950,,RAB8A,,EGFLAM-AS3,SLC6A19,,
1951,,RABAC1,,EGFLAM-AS4,SLC6A3,,
1952,,RABGEF1,,EGFR,SLC6A8,,
1953,,RAC1,,EGFR-AS1,SLC7A13,,
1954,,RAD21L1,,EHHADH,SLC9A3,,
1955,,RAD23A,,EHHADH-AS1,SLC9A6,,
1956,,RADIL,,EI24P1,SLC9C2,,
1957,,RAE1,,EIF2A,SLCO4A1,,
1958,,RALA,,EIF2B5,SLCO5A1,,
1959,,RALGAPA2,,EIF2S2P2,SLITRK2,,
1960,,RALGAPB,,EIF3E,SLITRK4,,
1961,,RALY,,EIF3H,SLURP1,,
1962,,RAMP3,,EIF4A1P13,SMARCA1,,
1963,,RANBP3,,EIF4A2,SMCP,,
1964,,RAPGEF5,,EIF4BP6,SMG5,,
1965,,RARRES2,,EIF4EP3,SMG7,,
1966,,RASA4,,EIF4G1,SMIM10,,
1967,,RASA4B,,EIF5A2,SMIM10L2A,,
1968,,RASAL3,,ELDR,SMIM10L2B,,
1969,,RASGRP4,,ELOC,SMIM23,,
1970,,RASIP1,,EMC2,SMIM9,,
1971,,RASSF2,,ENPP2,SMYD2,,
1972,,RAVER1,,ENPP7P3,SMYD3,,
1973,,RAX2,,ENPP7P7,SNAP47,,
1974,,RBAK,,ENPP7P8,SNAPC1,,
1975,,RBAK-RBAKDN,,ENY2,SNAPIN,,
1976,,RBBP8NL,,EPHB1,SNRPE,,
1977,,RBBP9,,EPHB3,SNTB1,,
1978,,RBCK1,,EPHB4,SNX10,,
1979,,RBL1,,EPO,SNX13,,
1980,,RBM12,,EPPK1,SNX16,,
1981,,RBM28,,ERICD,SNX27,,
1982,,RBM33,,ERICH5,SNX31,,
1983,,RBM38,,ERICH6,SNX6,,
1984,,RBM39,,ERICH6-AS1,SNX8,,
1985,,RBM42,,ERVW-1,SOAT1,,
1986,,RBM48,,ESRP1,SOCS4,,
1987,,RBMY1A1,,ESYT3,SOS2,,
1988,,RBMY1B,,ETV5,SOSTDC1,,
1989,,RBMY1D,,ETV5-AS1,SOWAHD,,
1990,,RBMY1E,,EXOC3,SOX13,,
1991,,RBMY1F,,EXOC3-AS1,SOX17,,
1992,,RBMY1J,,EXOSC4,SOX18,,
1993,,RBPJL,,EXT1,SOX3,,
1994,,RCC1L,,EYA1,SP4,,
1995,,RCN3,,FABP12,SP8,,
1996,,RDH13,,FABP4,SPAG1,,
1997,,RDH8,,FABP5,SPANXA1,,
1998,,REEP6,,FABP9,SPANXA2,,
1999,,RELB,,FADD,SPANXB1,,
2000,,RELN,,FAIM,SPANXC,,
2001,,REM1,,FAM131A,SPANXD,,
2002,,REPIN1,,FAM133B,SPANXN1,,
2003,,RETN,,FAM135B,SPANXN2,,
2004,,REX1BD,,FAM157A,SPANXN3,,
2005,,REXO1,,FAM185A,SPANXN4,,
2006,,RFC2,,FAM200A,SPATA17,,
2007,,RFPL4A,,FAM237B,SPATA45,,
2008,,RFPL4AL1,,FAM43A,SPATA46,,
2009,,RFX1,,FAM49B,SPATC1,,
2010,,RFX2,,FAM83A,SPDYE1,,
2011,,RFXANK,,FAM83A-AS1,SPEF2,,
2012,,RGL3,,FAM83H,SPHAR,,
2013,,RGS19,,FAM86C1,SPRR1A,,
2014,,RGS9BP,,FAM86C2P,SPRR1B,,
2015,,RHBDD2,,FAM91A1,SPRR2A,,
2016,,RHEB,,FAM92A,SPRR2B,,
2017,,RHPN2,,FASTKD3,SPRR2D,,
2018,,RIMS4,,FAUP2,SPRR2E,,
2019,,RIN2,,FBXL13,SPRR2F,,
2020,,RINL,,FBXL6,SPRR2G,,
2021,,RINT1,,FBXL7,SPRR3,,
2022,,RIPOR3,,FBXO24,SPRR4,,
2023,,RLN3,,FBXO32,SPRTN,,
2024,,RNASEH2A,,FBXO4,SPTA1,,
2025,,RNF114,,FBXO43,SPTSSA,,
2026,,RNF126,,FBXO45,SQLE,,
2027,,RNF133,,FCHSD2,SRD5A1,,
2028,,RNF148,,FER1L6,SRGAP2,,
2029,,RNF216,,FER1L6-AS1,SRGAP2B,,
2030,,RNF225,,FER1L6-AS2,SRMS,,
2031,,RNF24,,FETUB,SRP54,,
2032,,RNF32,,FGF10,SRP9,,
2033,,ROMO1,,FGF10-AS1,SRPK3,,
2034,,RP9,,FGF12,SS18L1,,
2035,,RPA3,,FGF12-AS1,SSR2,,
2036,,RPL13A,,FGF12-AS2,SSR4,,
2037,,RPL18,,FGF12-AS3,SSTR1,,
2038,,RPL18A,,FGF19,ST18,,
2039,,RPL28,,FGF3,ST3GAL1,,
2040,,RPL36,,FGF4,STAG2,,
2041,,RPN2,,FGFR1,STARD3NL,,
2042,,RPRD1B,,FIS1,STAU2,,
2043,,RPS11,,FKBP1AP4,STEAP1B,,
2044,,RPS15,,FKBP9P1,STK10,,
2045,,RPS16,,FLYWCH1P1,STK17A,,
2046,,RPS19,,FNDC3B,STK26,,
2047,,RPS21,,FOLR1,STK3,,
2048,,RPS28,,FOLR2,STK31,,
2049,,RPS4Y2,,FOLR3,STMN2,,
2050,,RPS5,,FOXH1,STMN3,,
2051,,RPS9,,FOXL2,STRN3,,
2052,,RRAS,,FOXL2NB,STUM,,
2053,,RRBP1,,FRG2FP,STX16,,
2054,,RSBN1L,,FSBP,STX6,,
2055,,RSPH10B,,FTH1P10,STYX,,
2056,,RSPH10B2,,FTH1P11,SUB1,,
2057,,RSPH6A,,FTLP6,SUCO,,
2058,,RSPO4,,FXR1,SUGCT,,
2059,,RTBDN,,FYB1,SULF1,,
2060,,RTEL1,,FYTTD1,SUMF2,,
2061,,RTEL1-TNFRSF6B,,FZD1,SUN1,,
2062,,RTF2,,FZD6,SUN3,,
2063,,RTN2,,GAL,SUSD4,,
2064,,RUNDC3B,,GAL3ST4,SV2A,,
2065,,RUVBL2,,GAPDHP36,SWT1,,
2066,,RYR1,,GAPDHP39,SYBU,,
2067,,S1PR2,,GAPDHP47,SYCP2,,
2068,,S1PR4,,GAPDHP62,SYT11,,
2069,,S1PR5,,GASAL1,SYT14,,
2070,,SAE1,,GATAD1,SYT2,,
2071,,SAFB,,GCNT1P2,TADA1,,
2072,,SAFB2,,GCNT1P3,TAF1A,,
2073,,SALL4,,GCSHP1,TAF2,,
2074,,SAMD1,,GDAP1,TAF4,,
2075,,SAMD10,,GDF6,TAF5L,,
2076,,SAMD4B,,GDNF,TAF7L,,
2077,,SAMD9,,GDNF-AS1,TAGLN2,,
2078,,SAMD9L,,GEM,TARBP1,,
2079,,SAMHD1,,GFM1,TARS,,
2080,,SAP25,,GGH,TARS2,,
2081,,SARS2,,GHR,TAS2R1,,
2082,,SBDS,,GHSR,TATDN1,,
2083,,SBK2,,GIGYF1,TATDN3,,
2084,,SBK3,,GJC3,TAX1BP1,,
2085,,SBNO2,,GK5,TAZ,,
2086,,SBSN,,GLI4,TBC1D31,,
2087,,SCAF1,,GM2AP1,TBC1D8B,,
2088,,SCAMP4,,GML,TBCE,,
2089,,SCAND1,,GMNC,TBPL2,,
2090,,SCFD2,,GMPS,TBRG4,,
2091,,SCGB2B2,,GNB2,TBX19,,
2092,,SCIN,,GNB4,TBX20,,
2093,,SCN1B,,GNG11,TCEA1,,
2094,,SCP2D1,,GNGT1,TCEA2,,
2095,,SCRN1,,GOLGA2P1,TCEAL1,,
2096,,SCRT2,,GOLGA5P1,TCEAL2,,
2097,,SDC4,,GOLIM4,TCEAL3,,
2098,,SDCBP2,,GOLPH3,TCEAL4,,
2099,,SDHAF1,,GP5,TCEAL6,,
2100,,SDHAF3,,GPAA1,TCF24,,
2101,,SDK1,,GPC2,TCFL5,,
2102,,SEC23B,,GPIHBP1,TCHH,,
2103,,SEC61G,,GPR149,TCHHL1,,
2104,,SEL1L2,,GPR152,TCP11X2,,
2105,,SELENOV,,GPR160,TDRD10,,
2106,,SELENOW,,GPR171,TDRD5,,
2107,,SEM1,,GPR20,TDRKH,,
2108,,SEMA3A,,GPR22,TEDDM1,,
2109,,SEMA3C,,GPR79,TENM1,,
2110,,SEMA3D,,GPR87,TERF1,,
2111,,SEMA3E,,GPS2P2,TERT,,
2112,,SEMA6B,,GPT,TEX13A,,
2113,,SEMG1,,GRHL2,TEX13B,,
2114,,SEMG2,,GRINA,TEX13C,,
2115,,SEPT14,,GRK2,TEX13D,,
2116,,SEPT7,,GRK7,TEX28,,
2117,,SERINC3,,GRM3,TEX35,,
2118,,SERPINE1,,GRPEL2P3,TFB2M,,
2119,,SERTAD1,,GSDMC,TFDP3,,
2120,,SERTAD3,,GSDMD,TG,,
2121,,SF3A2,,GSTO3P,TGFB2,,
2122,,SFRP4,,GSTP1,TGS1,,
2123,,SGCE,,GTPBP10,THBS3,,
2124,,SGK2,,GUSBP1,THEM4,,
2125,,SGTA,,GYG1,THEM5,,
2126,,SH2B2,,GYG1P1,THEM6,,
2127,,SH2D3A,,H1FOO,THOC2,,
2128,,SH3GL1,,H1FX,THSD7A,,
2129,,SHANK1,,H1FX-AS1,TIGD5,,
2130,,SHC2,,H2AFZP2,TIMM17A,,
2131,,SHD,,H2AFZP4,TIMM8A,,
2132,,SHH,,H3.Y,TIMM9,,
2133,,SHISA7,,HAS2,TIPRL,,
2134,,SHKBP1,,HAS2-AS1,TKTL1,,
